4,1620,0,32.868,0.18115,11.955
4,1620,0.4,31.032,0.20365,7.8778
4,1620,0.5,30.12,0.20821,8.0791
4,1620,0.6,28.76,0.21071,8.4232
4,1620,0.7,26.51,0.20805,9.098
4,1620,0.8,22.073,0.19003,10.884
4,1620,0.9,9.166,0.095106,26.148
4,1620,0.95,-15.53,-0.22774,-15.478
4,1980,0,57.451,0.2145,9.4818
4,1980,0.4,55.208,0.25811,5.0865
4,1980,0.5,54.094,0.27067,5.1507
4,1980,0.6,52.43,0.28303,5.2722
4,1980,0.7,49.681,0.293,5.52
4,1980,0.8,44.257,0.29274,6.1473
4,1980,0.9,28.483,0.2327,9.4786
4,1980,0.95,-1.7008,-0.019858,-158.28
4,2340,0,82.035,0.23158,8.3326
4,2340,0.4,79.384,0.28825,3.9408
4,2340,0.5,78.067,0.3061,3.9653
4,2340,0.6,76.101,0.3252,4.0245
4,2340,0.7,72.852,0.34413,4.1585
4,2340,0.8,66.442,0.35681,4.5087
4,2340,0.9,47.799,0.32204,6.1914
4,2340,0.95,12.128,0.11763,24.218
4,2700,0,106.62,0.24196,7.6265
4,2700,0.4,103.56,0.30738,3.3002
4,2700,0.5,102.04,0.32893,3.3067
4,2700,0.6,99.772,0.35283,3.3379
4,2700,0.7,96.023,0.37828,3.4219
4,2700,0.8,88.627,0.4006,3.6556
4,2700,0.9,67.116,0.38473,4.7503
4,2700,0.95,25.957,0.2153,12.141
6,1620,0,28.565,0.18763,10.679
6,1620,0.4,27.041,0.18656,10.001
6,1620,0.5,26.286,0.18415,10.281
6,1620,0.6,25.16,0.1795,10.733
6,1620,0.7,23.303,0.17027,11.582
6,1620,0.8,19.658,0.14921,13.725
6,1620,0.9,9.1921,0.076753,29.375
6,1620,0.95,-10.204,-0.10252,-26.535
6,1980,0,58.682,0.2459,7.6947
6,1980,0.4,56.82,0.27226,5.4063
6,1980,0.5,55.896,0.27844,5.4744
6,1980,0.6,54.52,0.28345,5.5907
6,1980,0.7,52.251,0.28546,5.8109
6,1980,0.8,47.795,0.27864,6.328
6,1980,0.9,35.004,0.23085,8.608
6,1980,0.95,11.298,0.090906,26.629
6,2340,0,88.799,0.2732,6.5884
6,2340,0.4,86.598,0.31785,3.9214
6,2340,0.5,85.507,0.33046,3.9461
6,2340,0.6,83.88,0.34304,3.9966
6,2340,0.7,81.198,0.35423,4.1014
6,2340,0.8,75.933,0.35932,4.356
6,2340,0.9,60.816,0.33142,5.3979
6,2340,0.95,32.799,0.22009,9.9575
6,2700,0,118.92,0.28903,5.9645
6,2700,0.4,116.38,0.34615,3.1699
6,2700,0.5,115.12,0.36342,3.1772
6,2700,0.6,113.24,0.38167,3.2018
6,2700,0.7,110.15,0.39994,3.2625
6,2700,0.8,104.07,0.41444,3.4207
6,2700,0.9,86.628,0.40222,4.0652
6,2700,0.95,54.301,0.31249,6.4319
8,1620,0,21.692,0.16768,11.261
8,1620,0.4,20.339,0.14772,14.274
8,1620,0.5,19.669,0.14106,14.783
8,1620,0.6,18.672,0.13256,15.597
8,1620,0.7,17.028,0.12024,17.132
8,1620,0.8,13.809,0.098087,21.166
8,1620,0.9,4.6267,0.03454,63.357
8,1620,0.95,-12.136,-0.10261,-24.232
8,1980,0,55.364,0.25659,6.9962
8,1980,0.4,53.711,0.26474,6.0937
8,1980,0.5,52.892,0.26546,6.1792
8,1980,0.6,51.672,0.2647,6.316
8,1980,0.7,49.664,0.26087,6.5622
8,1980,0.8,45.73,0.24907,7.117
8,1980,0.9,34.506,0.2036,9.4202
8,1980,0.95,14.018,0.095073,23.179
8,2340,0,89.036,0.29466,5.8113
8,2340,0.4,87.082,0.32485,4.1334
8,2340,0.5,86.114,0.33241,4.1637
8,2340,0.6,84.673,0.33928,4.2181
8,2340,0.7,82.299,0.34414,4.3226
8,2340,0.8,77.65,0.34295,4.5626
8,2340,0.9,64.386,0.31406,5.477
8,2340,0.95,40.173,0.22746,8.7479
8,2700,0,122.71,0.31579,5.2012
8,2700,0.4,120.45,0.36144,3.2336
8,2700,0.5,119.34,0.37425,3.2446
8,2700,0.6,117.67,0.38717,3.2707
8,2700,0.7,114.93,0.39921,3.328
8,2700,0.8,109.57,0.40697,3.4684
8,2700,0.9,94.265,0.39188,4.0009
8,2700,0.95,66.327,0.32232,5.6514
10,1620,0,14.146,0.12826,13.991
10,1620,0.4,12.905,0.098588,23.762
10,1620,0.5,12.291,0.090544,25.028
10,1620,0.6,11.377,0.081097,27.125
10,1620,0.7,9.8724,0.068446,31.362
10,1620,0.8,6.9299,0.047228,44.837
10,1620,0.9,-1.4332,-0.0099695,-217.75
10,1620,0.95,-16.566,-0.12622,-18.91
10,1980,0,50.38,0.25614,6.7192
10,1980,0.4,48.864,0.24789,7.0359
10,1980,0.5,48.114,0.24441,7.1477
10,1980,0.6,46.997,0.23951,7.3197
10,1980,0.7,45.158,0.23175,7.6202
10,1980,0.8,41.561,0.21679,8.2828
10,1980,0.9,31.34,0.1723,10.991
10,1980,0.95,12.844,0.078558,26.83
10,2340,0,86.615,0.30597,5.3816
10,2340,0.4,84.824,0.3221,4.4401
10,2340,0.5,83.937,0.32538,4.4778
10,2340,0.6,82.616,0.32764,4.5399
10,2340,0.7,80.443,0.3277,4.6527
10,2340,0.8,76.193,0.32189,4.9013
10,2340,0.9,64.113,0.29138,5.8097
10,2340,0.95,42.255,0.21585,8.7955
10,2700,0,122.85,0.33249,4.7576
10,2700,0.4,120.78,0.36649,3.3644
10,2700,0.5,119.76,0.37533,3.3794
10,2700,0.6,118.24,0.38378,3.4089
10,2700,0.7,115.73,0.39085,3.468
10,2700,0.8,110.82,0.39343,3.6054
10,2700,0.9,96.886,0.37528,4.102
10,2700,0.95,71.665,0.31429,5.52
